Gecko/20100101 Firefox/45.0,Haskell.org Logo,Fair,Eval.run,0.001
Gecko/20100101 Firefox/45.0,Haskell.org Logo,Fair,valToIndexedTree,0.001
Gecko/20100101 Firefox/45.0,Haskell.org Logo,Fair,prepareLiveUpdates,0.003
Gecko/20100101 Firefox/45.0,Haskell.org Logo,Fair,Run,0.101
Gecko/20100101 Firefox/45.0,Widgets,Fair,parseE,0.017
Gecko/20100101 Firefox/45.0,Widgets,Fair,Eval.run,0.002
Gecko/20100101 Firefox/45.0,Widgets,Fair,unparseE,0
Gecko/20100101 Firefox/45.0,Widgets,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Widgets,Fair,Eval.run,0.002
Gecko/20100101 Firefox/45.0,Widgets,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Widgets,Fair,prepareLiveUpdates,0.002
Gecko/20100101 Firefox/45.0,Widgets,Fair,Run,0.025
Gecko/20100101 Firefox/45.0,Bezier Curves,Fair,parseE,0.202
Gecko/20100101 Firefox/45.0,Bezier Curves,Fair,Eval.run,0.006
Gecko/20100101 Firefox/45.0,Bezier Curves,Fair,unparseE,0.005
Gecko/20100101 Firefox/45.0,Bezier Curves,Fair,valToIndexedTree,0.001
Gecko/20100101 Firefox/45.0,Bezier Curves,Fair,Eval.run,0.007
Gecko/20100101 Firefox/45.0,Bezier Curves,Fair,valToIndexedTree,0.002
Gecko/20100101 Firefox/45.0,Bezier Curves,Fair,prepareLiveUpdates,0.011
Gecko/20100101 Firefox/45.0,Bezier Curves,Fair,Run,0.235
Gecko/20100101 Firefox/45.0,Bar Graph,Fair,parseE,0.11
Gecko/20100101 Firefox/45.0,Bar Graph,Fair,Eval.run,0.006
Gecko/20100101 Firefox/45.0,Bar Graph,Fair,unparseE,0.002
Gecko/20100101 Firefox/45.0,Bar Graph,Fair,valToIndexedTree,0.001
Gecko/20100101 Firefox/45.0,Bar Graph,Fair,Eval.run,0.005
Gecko/20100101 Firefox/45.0,Bar Graph,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Bar Graph,Fair,prepareLiveUpdates,0.007
Gecko/20100101 Firefox/45.0,Bar Graph,Fair,Run,0.135
Gecko/20100101 Firefox/45.0,Sliders,Fair,parseE,0.081
Gecko/20100101 Firefox/45.0,Sliders,Fair,Eval.run,0.003
Gecko/20100101 Firefox/45.0,Sliders,Fair,unparseE,0.003
Gecko/20100101 Firefox/45.0,Sliders,Fair,valToIndexedTree,0.001
Gecko/20100101 Firefox/45.0,Sliders,Fair,Eval.run,0.001
Gecko/20100101 Firefox/45.0,Sliders,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Sliders,Fair,prepareLiveUpdates,0.001
Gecko/20100101 Firefox/45.0,Sliders,Fair,Run,0.091
Gecko/20100101 Firefox/45.0,Paths 2,Fair,parseE,0.027
Gecko/20100101 Firefox/45.0,Paths 2,Fair,Eval.run,0.001
Gecko/20100101 Firefox/45.0,Paths 2,Fair,unparseE,0
Gecko/20100101 Firefox/45.0,Paths 2,Fair,valToIndexedTree,0.001
Gecko/20100101 Firefox/45.0,Paths 2,Fair,Eval.run,0
Gecko/20100101 Firefox/45.0,Paths 2,Fair,valToIndexedTree,0.001
