Chrome/49.0.2623.87 Safari/537.36,Ferris Wheel Slideshow,Fair,parseE,0.385
Chrome/49.0.2623.87 Safari/537.36,Ferris Wheel Slideshow,Fair,Eval.run,0.082
Chrome/49.0.2623.87 Safari/537.36,Ferris Wheel Slideshow,Fair,unparseE,0.019
Chrome/49.0.2623.87 Safari/537.36,Ferris Wheel Slideshow,Fair,valToIndexedTree,0
Chrome/49.0.2623.87 Safari/537.36,Ferris Wheel Slideshow,Fair,Eval.run,0.064
Chrome/49.0.2623.87 Safari/537.36,Ferris Wheel Slideshow,Fair,valToIndexedTree,0
Chrome/49.0.2623.87 Safari/537.36,Ferris Wheel Slideshow,Fair,prepareLiveUpdates,0.007
Chrome/49.0.2623.87 Safari/537.36,Ferris Wheel Slideshow,Fair,Run,0.562
Chrome/49.0.2623.87 Safari/537.36,POP-PL Logo,Fair,parseE,0.085
Chrome/49.0.2623.87 Safari/537.36,POP-PL Logo,Fair,Eval.run,0.002
Chrome/49.0.2623.87 Safari/537.36,POP-PL Logo,Fair,unparseE,0.004
Chrome/49.0.2623.87 Safari/537.36,POP-PL Logo,Fair,valToIndexedTree,0.002
Chrome/49.0.2623.87 Safari/537.36,POP-PL Logo,Fair,Eval.run,0.002
Chrome/49.0.2623.87 Safari/537.36,POP-PL Logo,Fair,valToIndexedTree,0.001
Chrome/49.0.2623.87 Safari/537.36,POP-PL Logo,Fair,prepareLiveUpdates,0.01
Chrome/49.0.2623.87 Safari/537.36,POP-PL Logo,Fair,Run,0.109
Chrome/49.0.2623.87 Safari/537.36,Cover Logo,Fair,parseE,0.112
Chrome/49.0.2623.87 Safari/537.36,Cover Logo,Fair,Eval.run,0.009
Chrome/49.0.2623.87 Safari/537.36,Cover Logo,Fair,unparseE,0.004
Chrome/49.0.2623.87 Safari/537.36,Cover Logo,Fair,valToIndexedTree,0
Chrome/49.0.2623.87 Safari/537.36,Cover Logo,Fair,Eval.run,0.007
Chrome/49.0.2623.87 Safari/537.36,Cover Logo,Fair,valToIndexedTree,0
